idpozo,pozo,yacimiento,formacion,mes,gas_miles_m3,petroleo_m3,agua_m3,dias_efectivos
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-04,2570.31,361.4,175.62,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-05,2570.34,348.1,154.64,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-06,2224.81,290.55,149.99,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-07,2341.97,320.54,155.17,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-08,2416.01,322.33,155.59,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-09,2337.53,280.67,153.12,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-10,2413.75,289.12,158.03,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-11,2476.72,305.83,152.67,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-12,2383.98,311.16,158.5,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2026-01,2375.08,257.31,159.94,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2026-02,2143.08,285.43,144.93,28.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2026-03,2358.97,308.04,161.1,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2026-04,2279.33,267.44,153.66,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2026-05,2348.87,316.73,158.89,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2026-06,2278.41,275.49,157.08,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-01,14339.4,1175.08,130.08,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-02,12911.47,1083.45,118.14,28.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-03,14241.35,1161.8,129.71,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-04,13936.61,1144.45,126.47,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-05,14298.09,1138.71,131.78,30.92
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-06,13955.08,1099.61,125.17,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-07,14332.51,1577.0,143.46,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-08,14448.76,1097.9,148.33,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-09,13935.47,1112.48,134.87,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-10,14423.55,1131.81,139.53,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-11,13896.68,1076.73,140.05,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2019-12,14254.34,1081.95,146.19,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-01,14048.68,1041.35,146.51,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-02,13212.07,952.71,136.32,29.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-03,14017.09,1013.93,148.83,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-04,13594.69,1010.28,144.19,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-05,13974.72,1013.9,148.73,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-06,13422.6,976.44,129.35,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-07,13832.28,986.19,132.74,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-08,13827.82,960.25,158.46,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-09,13360.01,946.8,151.99,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-10,13799.27,978.66,158.51,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-11,13329.86,904.44,153.08,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2020-12,13721.14,935.84,158.88,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-01,13688.89,970.91,160.23,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-02,12092.57,812.5,126.15,28.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-03,13211.35,911.96,140.11,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-04,12769.97,936.1,136.37,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-05,13738.25,937.97,138.66,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-06,13343.59,948.94,133.81,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-07,13674.84,971.25,143.21,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-08,13648.66,936.75,145.94,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-09,13149.52,918.96,137.7,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-10,13523.26,940.17,142.54,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-11,13219.42,1095.32,140.94,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2021-12,13544.67,970.57,134.89,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-01,13440.48,920.34,132.66,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-02,12143.2,872.18,122.21,28.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-03,13367.33,952.7,122.47,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-04,12848.42,913.04,119.55,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-05,13348.0,914.84,136.78,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-06,12812.14,874.03,131.74,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-07,13186.12,854.16,143.35,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-08,13168.39,852.09,138.89,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-09,12667.65,836.91,129.76,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-10,13114.33,883.24,138.66,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-11,12658.66,703.03,170.63,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2022-12,13023.11,881.28,133.69,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-01,12955.85,871.73,140.49,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-02,11661.92,749.18,119.7,28.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-03,12748.5,829.99,135.28,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-04,12362.13,762.86,158.37,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-05,12605.38,829.85,135.79,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-06,12201.0,790.46,126.15,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-07,12617.51,834.13,134.1,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-08,12452.61,810.39,133.38,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-09,11896.51,748.48,130.59,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-10,12565.07,814.67,129.72,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-11,11772.12,754.33,123.11,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2023-12,12399.49,812.74,149.02,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-01,12361.4,817.59,140.96,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-02,11535.85,715.03,118.9,29.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-03,12227.47,765.67,129.42,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-04,11777.8,702.35,125.85,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-05,12105.89,756.6,130.67,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-06,11517.72,776.35,125.42,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-07,11928.78,840.56,124.89,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-08,11919.72,820.18,127.8,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-09,11533.06,748.12,125.17,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-10,11799.94,918.53,130.92,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-11,11442.29,747.16,123.68,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2024-12,11843.15,838.88,130.97,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-01,11922.38,783.27,130.82,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-02,10709.9,740.77,119.52,28.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-03,11845.61,819.19,129.22,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-04,11502.36,825.46,80.82,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-05,11500.08,702.96,55.46,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-06,11393.32,774.04,53.33,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-07,10398.24,890.61,172.34,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-08,7242.22,708.37,169.87,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-09,4667.9,366.21,77.14,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-10,3754.83,318.47,73.34,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-11,3063.56,320.68,79.7,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2025-12,2901.64,266.12,111.21,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2026-01,2522.11,222.84,160.85,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2026-02,1829.24,155.31,158.8,28.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2026-03,1679.84,245.49,174.36,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2026-04,807.88,65.78,121.33,30.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2026-05,638.85,33.26,76.66,31.0
34663,YPF.St.SP.x-1,ACAMBUCO,huamampampa,2026-06,1005.36,36.94,204.84,30.0
